date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2021-12-29 02:58:00,1.13054,1.13063,1.13063,1.13054,1.13067,1.13075,1.13076,1.13067,30
2021-12-29 02:59:00,1.13063,1.13064,1.13067,1.13063,1.13076,1.13076,1.1308,1.13075,23
2021-12-29 03:00:00,1.13063,1.13068,1.13068,1.13063,1.13076,1.13081,1.13082,1.13075,34
2021-12-29 03:01:00,1.13067,1.13072,1.13073,1.13067,1.13081,1.13085,1.13086,1.13079,77
2021-12-29 03:02:00,1.13073,1.13073,1.13077,1.13072,1.13085,1.13085,1.1309,1.13085,46
2021-12-29 03:03:00,1.13073,1.13082,1.13083,1.13073,1.13084,1.13095,1.13095,1.13084,30
2021-12-29 03:04:00,1.13082,1.13077,1.13082,1.13077,1.13094,1.1309,1.13094,1.1309,12
2021-12-29 03:05:00,1.13078,1.13072,1.13078,1.13068,1.1309,1.13085,1.1309,1.13081,38
2021-12-29 03:06:00,1.13072,1.13072,1.13073,1.13069,1.13084,1.13085,1.13085,1.13082,36
2021-12-29 03:07:00,1.13072,1.13073,1.13073,1.13071,1.13086,1.13085,1.13086,1.13083,13
2021-12-29 03:08:00,1.13072,1.13065,1.13072,1.13065,1.13085,1.13078,1.13085,1.13077,33
2021-12-29 03:09:00,1.13066,1.13072,1.13073,1.13066,1.13079,1.13085,1.13085,1.13079,33
2021-12-29 03:10:00,1.13072,1.13072,1.13073,1.13069,1.13084,1.13084,1.13086,1.13081,29
2021-12-29 03:11:00,1.13072,1.13069,1.13074,1.13068,1.13085,1.1308,1.13085,1.1308,30
2021-12-29 03:12:00,1.13069,1.1307,1.13072,1.13069,1.13081,1.13084,1.13085,1.1308,24
2021-12-29 03:13:00,1.13071,1.13083,1.13083,1.13071,1.13084,1.13096,1.13096,1.13084,32
2021-12-29 03:14:00,1.13082,1.13086,1.13086,1.13082,1.13096,1.13099,1.131,1.13095,21
2021-12-29 03:15:00,1.13087,1.13083,1.13087,1.13082,1.13099,1.13095,1.13099,1.13094,15
2021-12-29 03:16:00,1.13082,1.13079,1.13083,1.13078,1.13095,1.13091,1.13095,1.1309,23
2021-12-29 03:17:00,1.13079,1.13073,1.13079,1.13071,1.1309,1.13085,1.13091,1.13082,35
2021-12-29 03:18:00,1.13073,1.13068,1.13073,1.13067,1.13084,1.1308,1.13085,1.13078,42
2021-12-29 03:19:00,1.13069,1.13072,1.13073,1.13068,1.13082,1.13084,1.13085,1.1308,40
2021-12-29 03:20:00,1.13071,1.13068,1.13071,1.13067,1.13082,1.1308,1.13083,1.13078,56
2021-12-29 03:21:00,1.13068,1.13072,1.13072,1.13067,1.13081,1.13084,1.13084,1.13079,24
2021-12-29 03:22:00,1.13072,1.13071,1.13073,1.13071,1.13085,1.13083,1.13085,1.13083,14
2021-12-29 03:23:00,1.13071,1.13074,1.13074,1.13071,1.13082,1.13086,1.13086,1.13082,8
2021-12-29 03:24:00,1.13074,1.13072,1.13074,1.1307,1.13085,1.13085,1.13085,1.13081,28
2021-12-29 03:25:00,1.13073,1.1307,1.13073,1.13069,1.13085,1.13082,1.13085,1.13082,15
2021-12-29 03:26:00,1.13069,1.13068,1.13069,1.13067,1.13081,1.1308,1.13081,1.1308,21
2021-12-29 03:27:00,1.13067,1.13061,1.13067,1.13061,1.1308,1.13072,1.1308,1.13072,27
2021-12-29 03:28:00,1.13061,1.13068,1.13072,1.13057,1.13073,1.1308,1.13085,1.13068,60
2021-12-29 03:29:00,1.13069,1.13069,1.13073,1.13068,1.13082,1.13081,1.13085,1.1308,31
2021-12-29 03:30:00,1.13069,1.1307,1.13072,1.13067,1.13082,1.13083,1.13084,1.1308,27
2021-12-29 03:31:00,1.13071,1.13073,1.13078,1.13071,1.13083,1.13085,1.1309,1.13083,41
2021-12-29 03:32:00,1.13072,1.1307,1.13073,1.1307,1.13085,1.13081,1.13085,1.13081,14
2021-12-29 03:33:00,1.13069,1.13063,1.13069,1.13063,1.13081,1.13075,1.13081,1.13075,25
2021-12-29 03:34:00,1.13062,1.13062,1.13065,1.13062,1.13075,1.13075,1.13078,1.13073,22
2021-12-29 03:35:00,1.13062,1.13069,1.13069,1.13062,1.13074,1.1308,1.1308,1.13074,25
2021-12-29 03:36:00,1.13068,1.13067,1.13068,1.13065,1.1308,1.1308,1.1308,1.13076,20
2021-12-29 03:37:00,1.13068,1.13063,1.13068,1.13062,1.1308,1.13075,1.1308,1.13074,18
2021-12-29 03:38:00,1.13064,1.13067,1.13067,1.13064,1.13075,1.13079,1.1308,1.13075,13
2021-12-29 03:39:00,1.13067,1.13072,1.13073,1.13067,1.1308,1.13084,1.13086,1.1308,17
2021-12-29 03:40:00,1.13072,1.13073,1.13073,1.13072,1.13085,1.13086,1.13086,1.13085,7
2021-12-29 03:41:00,1.13074,1.13072,1.13074,1.13072,1.13086,1.13086,1.13086,1.13086,5
2021-12-29 03:42:00,1.13073,1.13067,1.13073,1.13067,1.13086,1.13079,1.13086,1.13078,17
2021-12-29 03:43:00,1.13067,1.13067,1.13067,1.13067,1.13078,1.13079,1.1308,1.13078,4
2021-12-29 03:44:00,1.13067,1.13058,1.13067,1.13058,1.13078,1.1307,1.13079,1.13069,27
2021-12-29 03:45:00,1.13057,1.13057,1.13058,1.13057,1.1307,1.1307,1.1307,1.1307,3
2021-12-29 03:46:00,1.13059,1.13062,1.13064,1.13059,1.13073,1.13073,1.13075,1.13073,16
2021-12-29 03:47:00,1.13061,1.13063,1.13063,1.13057,1.13071,1.13075,1.13075,1.13069,37
2021-12-29 03:48:00,1.13062,1.13061,1.13063,1.13061,1.13075,1.13072,1.13075,1.13072,15
2021-12-29 03:49:00,1.13061,1.13062,1.13062,1.1306,1.13073,1.13074,1.13075,1.13073,14
2021-12-29 03:50:00,1.13061,1.13057,1.13061,1.13057,1.13073,1.1307,1.13073,1.1307,9
2021-12-29 03:51:00,1.13058,1.13052,1.13058,1.13049,1.1307,1.13064,1.1307,1.13061,33
2021-12-29 03:52:00,1.13051,1.13054,1.13056,1.13051,1.13064,1.13066,1.13069,1.13063,28
2021-12-29 03:53:00,1.13053,1.13055,1.13056,1.13053,1.13066,1.13067,1.13068,1.13066,11
2021-12-29 03:54:00,1.13054,1.13055,1.13056,1.13053,1.13067,1.13066,1.13068,1.13065,14
2021-12-29 03:55:00,1.13053,1.13042,1.13053,1.13042,1.13066,1.13054,1.13066,1.13054,41
2021-12-29 03:56:00,1.13041,1.13048,1.13048,1.13041,1.13054,1.1306,1.1306,1.13054,27
2021-12-29 03:57:00,1.13048,1.13041,1.1305,1.13041,1.13061,1.13055,1.13061,1.13055,15
2021-12-29 03:58:00,1.13042,1.13051,1.13052,1.13042,1.13055,1.13064,1.13065,1.13055,31
2021-12-29 03:59:00,1.13051,1.13057,1.13057,1.13051,1.13065,1.1307,1.1307,1.13064,35
2021-12-29 04:00:00,1.13058,1.1305,1.13058,1.13048,1.1307,1.13063,1.13071,1.13061,28
2021-12-29 04:01:00,1.1305,1.13052,1.13053,1.13049,1.13062,1.13064,1.13065,1.13061,33
2021-12-29 04:02:00,1.13052,1.13052,1.13053,1.13052,1.13065,1.13065,1.13065,1.13063,7
2021-12-29 04:03:00,1.13053,1.13053,1.13054,1.13052,1.13065,1.13063,1.13066,1.13063,48
2021-12-29 04:04:00,1.13052,1.13049,1.13052,1.13049,1.13063,1.1306,1.13063,1.13059,20
2021-12-29 04:05:00,1.13049,1.13042,1.13049,1.13041,1.13059,1.13053,1.1306,1.13052,31
2021-12-29 04:06:00,1.13041,1.13037,1.13041,1.13037,1.13053,1.13048,1.13053,1.13048,10
2021-12-29 04:07:00,1.13037,1.13038,1.13038,1.13037,1.13047,1.13048,1.13048,1.13047,5
2021-12-29 04:08:00,1.13037,1.13037,1.13038,1.13034,1.13048,1.1305,1.1305,1.13046,30
2021-12-29 04:09:00,1.13038,1.13036,1.13038,1.13036,1.1305,1.13047,1.13051,1.13047,18
2021-12-29 04:10:00,1.13036,1.13054,1.13054,1.13035,1.13048,1.13066,1.13067,1.13047,53
2021-12-29 04:11:00,1.13053,1.13054,1.13055,1.13052,1.13066,1.13068,1.13068,1.13065,19
