,bidopen,max_bid,min_bid,small_sma_8,large_sma_16,rsi,sma_signal,sma_signal_1,entry_price,entry_signal,exit_price,exit_time,status,pl
2021-12-06 12:30:00,1.13003,1.13006,1.12985,1.12965875,1.1294593750000002,66.02203564670992,,,1.12986,SELL,1.12901,2021-12-06 13:09:00,TG,25.500000000000522
2021-12-06 13:02:00,1.12905,1.12915,1.12903,1.12918,1.1295087499999998,32.19446592152312,,,1.12912,BUY,1.12956,2021-12-06 13:44:00,TGP,13.199999999999878
2021-12-06 13:44:00,1.12965,1.12966,1.12951,1.1293725,1.129023125,69.40252150522653,,,1.12956,SELL,1.12982,2021-12-06 14:01:00,SLPR,-7.80000000000447
2021-12-06 16:47:00,1.12872,1.12873,1.12856,1.12855375,1.1283512500000001,63.432785828190084,,,1.12856,SELL,1.12767,2021-12-06 17:26:00,TG,26.700000000001722
2021-12-06 17:56:00,1.12767,1.12781,1.12767,1.12785625,1.1279581250000001,41.41982028143847,,,1.1278,BUY,1.12818,2021-12-06 19:01:00,TGP,11.400000000001409
2021-12-06 18:14:00,1.12756,1.12769,1.12756,1.1276899999999999,1.1277599999999999,34.068902853253135,,,1.12761,BUY,1.12786,2021-12-06 18:29:00,TGP,7.500000000002505
2021-12-06 18:29:00,1.12789,1.1279,1.12783,1.12756875,1.1274837500000001,68.24138018619524,,,1.12786,SELL,1.12814,2021-12-06 18:58:00,SLPR,-8.399999999995078
2021-12-06 19:49:00,1.12781,1.12791,1.12781,1.1278475,1.12797375,42.54117022849108,,,1.12791,BUY,1.12836,2021-12-06 20:55:00,TGP,13.500000000001844
2021-12-06 21:52:00,1.12848,1.12855,1.12843,1.128315,1.12824375,68.13595676560229,,,1.12844,SELL,1.12811,2021-12-06 22:04:00,TGP,9.900000000004905
2021-12-06 22:04:00,1.12803,1.1282,1.12803,1.1282649999999999,1.1283175,37.418657413100334,,,1.12811,BUY,1.12843,2021-12-06 22:31:00,TGP,9.60000000000294
2021-12-06 22:59:00,1.12802,1.12811,1.12802,1.12813375,1.128144375,34.41432443381488,,,1.12805,BUY,1.1285,2021-12-06 23:33:00,TGP,13.500000000001844
2021-12-06 23:33:00,1.12864,1.12865,1.12847,1.1284562500000002,1.12842875,57.06007914036761,,,1.1285,SELL,1.12822,2021-12-06 23:47:00,TGP,8.40000000000174
2021-12-06 23:47:00,1.1282,1.12824,1.1282,1.12835875,1.128430625,30.06661673944855,,,1.12822,BUY,1.12772,2021-12-07 01:01:00,SL,-14.999999999998348
2021-12-07 00:53:00,1.12795,1.12806,1.12795,1.12805375,1.1281287500000001,39.523064358198084,,,1.12803,BUY,1.12835,2021-12-07 02:10:00,TGP,9.599999999996278
2021-12-07 04:15:00,1.12878,1.12885,1.12878,1.12882625,1.128969375,38.88609858900502,,,1.12884,BUY,1.12896,2021-12-07 05:43:00,TGP,3.599999999996939
2021-12-07 04:47:00,1.12858,1.12874,1.12858,1.1287,1.128744375,47.456426651186376,,,1.12872,BUY,1.1289,2021-12-07 05:30:00,TGP,5.40000000000207
2021-12-07 05:30:00,1.12891,1.12891,1.12885,1.12889375,1.1288275,69.44898312273364,,,1.1289,SELL,1.12875,2021-12-07 06:00:00,TGP,4.500000000002835
2021-12-07 05:43:00,1.12901,1.12904,1.12895,1.1288749999999999,1.128878125,62.7532610253051,,,1.12896,SELL,1.12875,2021-12-07 06:00:00,TGP,6.300000000001305
2021-12-07 06:00:00,1.12865,1.12879,1.12865,1.12887,1.1288618750000001,40.19835689048213,,,1.12875,BUY,1.12951,2021-12-07 06:38:00,TG,22.800000000002818
2021-12-07 06:33:00,1.12956,1.12956,1.1295,1.12948,1.129319375,67.18530995040021,,,1.1295,SELL,1.12927,2021-12-07 07:03:00,TGP,6.899999999998574
2021-12-07 07:03:00,1.12904,1.12932,1.129,1.1292475,1.1293143749999999,48.67536532266619,,,1.12927,BUY,1.12969,2021-12-07 07:41:00,TGP,12.60000000000261
2021-12-07 07:41:00,1.12976,1.12976,1.12965,1.1295425000000001,1.129388125,68.79364371688843,,,1.12969,SELL,1.12884,2021-12-07 07:56:00,TG,25.500000000000522
2021-12-07 07:52:00,1.12872,1.12883,1.1287,1.12893875,1.12925625,31.4332788882015,,,1.12882,BUY,1.12857,2021-12-07 08:19:00,SLPR,-7.499999999995843
2021-12-07 08:22:00,1.12815,1.12833,1.12813,1.12853,1.128665625,31.96356748025886,,,1.12828,BUY,1.12904,2021-12-07 08:28:00,TG,22.800000000002818
2021-12-07 08:32:00,1.12928,1.12929,1.12919,1.12909375,1.12877875,67.02559194747849,,,1.12921,SELL,1.12853,2021-12-07 08:42:00,TG,20.400000000000418
2021-12-07 08:51:00,1.12774,1.12789,1.12772,1.1283637499999999,1.128544375,30.505373722000414,,,1.12787,BUY,1.12673,2021-12-07 09:00:00,SL,-34.199999999997566
